id,source,date,rating,text,discovery_related,theme,desired_behavior,repetition_cause,behavior_segment,primary_discovery_surface,tier,unmet_need,sentiment,evidence_phrase
760,play_store_in,2026-06-25 13:46:14,5,it helped me find every single song,true,search_friction,none_stated,not_applicable,unclear,search,unclear,none,positive,it helped me find every single song
761,play_store_in,2026-06-24 08:10:30,5,usefull app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
762,app_store_in,2026-06-19T07:36:20-07:00,5,This app gave me sukoon,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
763,play_store_in,2026-06-24 05:39:07,1,"have been unable to open my Spotify for 24hrs ,go to use the app an it opens but never loads",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
764,play_store_in,2026-06-25 13:17:03,5,"It's a Great Music app, We already know that",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
765,play_store_in,2026-06-25 22:17:16,5,I love music.â™¥ï¸Ž.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
766,play_store_in,2026-06-25 09:21:56,4,feels good,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
767,play_store_in,2026-06-25 02:47:18,5,Cool i love this,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
768,app_store_us,2026-06-25T17:26:46-07:00,5,"Itâ€™s really good for watching stuff usually stuff that you have to listen to music doesnâ€™t really have good stuff for watching, but this is an exception",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
769,app_store_us,2026-06-25T11:54:12-07:00,5,I love the new music section that lets u know when your fav artist release music. One new thing is I listen to Spanish music and I donâ€™t speak Spanish but the lyrics have a translate button. I LOVE it so helpful and allows me to have an easy way of enjoying all genres of music !!!,true,other_discovery,none_stated,not_applicable,active_explorer,release_radar,unclear,none,positive,new music section that lets u know when your fav artist release music
770,play_store_in,2026-06-25 08:08:17,5,Your customer care is very great. Thank y'all.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
771,play_store_in,2026-06-25 14:28:17,5,good...ðŸ‘,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
772,app_store_in,2026-06-22T00:17:42-07:00,3,Make platinum plan affordable and for 2-3 months,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
773,app_store_us,2026-06-25T08:00:59-07:00,1,Art is human experience,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
774,play_store_in,2026-06-24 03:43:59,5,"I enjoy using my Spotify here I can find my favorite artist listening to their song whenever I want without the ads subscription is worth it. I do enjoy listening to some of the podcast, but unfortunately some of them is not available to my country.",false,not_discovery,none_stated,not_applicable,spoken_audio,none,premium,none,positive,none
775,play_store_in,2026-06-26 11:19:50,5,Good,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
776,play_store_in,2026-06-24 03:09:27,2,"The app slowly became worse, with 3-4 ads popping up every 2-3 songs, and the Gapless playback doesn't work anymore. Also, can't open the app without a notification saying ""your last payment didn't work"" showing on the screen and pausing my music, even after I cancelled the subscription.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
777,play_store_in,2026-06-26 06:06:16,5,"I really enjoyed the app, it is so interesting",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
778,app_store_us,2026-06-25T15:25:42-07:00,1,After a couple songs it just doesnt let u choose what order you want and its super annoying donâ€™t consider it,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
779,play_store_in,2026-06-25 12:06:22,1,so many ad every one or two song so annoying that i started to think of undeleting this app,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
780,app_store_in,2026-06-15T02:50:51-07:00,5,Loving it,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
781,app_store_us,2026-06-25T07:25:03-07:00,5,When I just wanna listen to music ðŸŽ¼ I put on Spotify and when my phone turns off it still plays,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
782,play_store_in,2026-06-24 07:08:21,3,all best but that shuffel and ad problem will eat 2 star,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
783,play_store_in,2026-06-25 03:42:29,5,"I love music, and this keeps it all organized for all of my favorite genres",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
784,play_store_in,2026-06-24 18:22:18,1,I can't put on the song I would like to play.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
785,app_store_in,2026-06-20T23:48:08-07:00,5,"Best music app, follows the basics and gives good experience",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
786,play_store_in,2026-06-26 03:43:49,5,"It is the best to listen to our favourite song and i love the fact that i can listen to song clearly. Besides,spotify help me to find out the artist who is the singer of the song and that helps me a lot because sometimes i cant find who is the true singer even if i google it or serach it on tiktok plus i cam make lots of different playlist based on my favourite artist and that is the best parts. I can also divide the genre of the song so i can listen to songs based on my moods every day clearly",true,search_friction,none_stated,not_applicable,mood_context_listener,search,unclear,none,positive,help me to find out the artist who is the singer
787,play_store_in,2026-06-24 10:00:15,3,"Loved it up until recently, my app will not stop crashing on my phone all the time, what is going on? I've never had this issue before and all my other apps are working perfectly",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
788,play_store_in,2026-06-25 19:51:14,2,This is tooooo much now we can't even change the song by ourself...,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
789,play_store_in,2026-06-24 13:56:26,1,song skip karo to premium or apne man ka song lagao to premium har baat me premium bekar hai ye app,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
790,play_store_in,2026-06-24 18:41:19,5,timator,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
791,play_store_in,2026-06-25 08:04:10,5,i Love How you can your own playlists,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
792,app_store_us,2026-06-25T05:34:43-07:00,5,This is an app hard to get wrong,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
793,play_store_in,2026-06-26 09:02:33,5,sex movie and karuppu,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
794,app_store_us,2026-06-24T16:36:41-07:00,3,"Itâ€™s okay. Also, I pay for it so it should be. If I favorite a song it ends up in every other playlist â€œmade for meâ€. I wish theyâ€™d give me new music based on my favorites. I get a lot of the same songs. (Amazon Music is better.)",true,repetition_loop,escape_their_bubble,algorithm_narrow,active_explorer,mixes,unclear,wants new music not same songs,negative,I get a lot of the same songs
795,app_store_in,2026-06-20T08:26:18-07:00,1,Not good too many ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
796,play_store_in,2026-06-26 11:11:13,5,its great,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
797,play_store_in,2026-06-26 06:05:42,1,"ice supporters & zios. you disgust me, spotify.",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
798,play_store_in,2026-06-25 19:08:22,5,good app so wow,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
799,play_store_in,2026-06-24 11:07:38,5,I've used this for over 10 years i think that deserves a 5 stars,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
800,play_store_in,2026-06-24 04:35:07,4,best. but not having premium makes me sad,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
801,app_store_us,2026-06-25T12:19:05-07:00,1,Literally have to pay or else they pick random songs for you.,true,unwanted_injection,control_the_algorithm,not_applicable,unclear,none,free,wants to choose own songs not random,negative,they pick random songs for you
802,app_store_us,2026-06-25T20:51:44-07:00,5,"Es maravilloso poder encontrar en segundos toda la mÃºsica que deseo escuchar, con la lÃ­rica y poder guardarla en mis â€œ Me gusta â€œ",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
803,play_store_in,2026-06-26 06:22:22,1,worst song app always pops subscriprion and add after every song ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
804,play_store_in,2026-06-24 13:33:04,5,Awesome Playlist for every genre and mood!,false,not_discovery,none_stated,not_applicable,mood_context_listener,none,unclear,none,positive,none
805,play_store_in,2026-06-26 07:03:48,5,Gorgeous,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
806,play_store_in,2026-06-26 03:55:47,5,distrub your apps,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
807,play_store_in,2026-06-24 15:45:56,5,nice ðŸ‘â¤ï¸,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
808,play_store_in,2026-06-25 18:13:37,4,ads just hate themm.,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
809,app_store_us,2026-06-25T19:19:05-07:00,5,Best app I have ever got!!,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
810,play_store_in,2026-06-24 04:55:01,5,Fantastic,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
811,play_store_in,2026-06-25 17:39:23,1,Too many adds and everything needs subscription now .. not like before ðŸ˜,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
812,play_store_in,2026-06-24 13:29:36,4,It keeps closing I have updated it but any time I leave the app it close,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
813,app_store_us,2026-06-25T19:16:33-07:00,5,Endless fun!!,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
814,play_store_in,2026-06-25 05:51:24,5,it's experience is soo good but just sometimes the add intruptes in between or everything us perfect,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,none
815,play_store_in,2026-06-26 06:03:04,5,It is amazing app ðŸ˜ðŸ˜»,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
816,play_store_in,2026-06-24 05:22:05,1,"so many addsss, 1 song 10 ads",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
817,app_store_us,2026-06-24T17:07:35-07:00,5,Excellent platform,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
818,play_store_in,2026-06-24 15:19:50,5,best musci app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
819,play_store_in,2026-06-25 03:48:40,1,"I really wanted to like this app, but it's so slow, it's barely usable. The user interface is so frustrating, it's almost like a Monty Python skit about cyber nightmares. Simple button pushes seem to require negotiations with Sweden, over a dialup line. Podcasts I've subscribed to often just disappear from the list. And there are more and more ads, now even inserted into the middle of podcasts. I've edited this review several times, each time with fewer stars, as the app just keeps getting worse",false,not_discovery,none_stated,not_applicable,spoken_audio,none,free,none,negative,none
820,play_store_in,2026-06-26 01:20:28,5,it was green,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
821,app_store_in,2026-06-15T22:20:52-07:00,5,"emotion and every moment. Whether Iâ€™m celebrating, traveling, working, or just unwinding, thereâ€™s always the perfect playlist waiting. Couldnâ€™t imagine my days without it!â€ ðŸŽµâœ¨",true,other_discovery,mood_context_discovery,not_applicable,mood_context_listener,none,unclear,none,positive,there's always the perfect playlist waiting
822,play_store_in,2026-06-24 13:40:06,1,it is very nice app but the problem is add after 1 song an add appear i am tired of these adds. I can't even select my favourite song after skipping 6 songs in 1 hour ðŸ«¤ðŸ«¨ it aks for premium but remember spotify i will never take premium. I uninstalled this app ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ¤¢ðŸ¤® very bad app,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
823,app_store_in,2026-06-24T08:19:50-07:00,3,Songs are very repetitive,true,repetition_loop,escape_their_bubble,algorithm_narrow,unclear,none,unclear,wants to escape same-songs loop,negative,Songs are very repetitive
824,play_store_in,2026-06-26 10:01:28,3,best,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
825,play_store_in,2026-06-26 12:36:42,3,Best,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
826,app_store_us,2026-06-25T14:29:31-07:00,5,No issues great app for all types of music,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
827,app_store_in,2026-06-20T23:47:09-07:00,5,More to much ads,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
828,play_store_in,2026-06-25 14:37:45,5,I'm enjoying this app cuz it allows for various playlists & different styles of music depending on my mood/occasion. I also enjoy various podcasts & audiobooks,true,other_discovery,mood_context_discovery,not_applicable,mood_context_listener,none,unclear,none,positive,different styles of music depending on my mood/occasion
829,play_store_in,2026-06-24 10:11:00,5,so far so smooth,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
830,app_store_in,2026-06-18T11:14:57-07:00,1,Okay,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
831,play_store_in,2026-06-26 08:05:12,4,I hate the fact that it has s premium but I love it tho,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,none
832,app_store_us,2026-06-25T14:25:36-07:00,2,After a while you canâ€™t switch your own songs which is stupid the app itself is great but gotta fix that,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
833,play_store_in,2026-06-25 09:20:57,3,It's okay. the bugs are getting annoying but it's still kinda usable,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
834,app_store_in,2026-06-10T06:38:46-07:00,5,"Lots of collections,I love Spotify music â¤ï¸",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
835,play_store_in,2026-06-25 03:46:18,5,love it. my favorite music app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
836,app_store_us,2026-06-25T09:49:43-07:00,1,I listened to one song on here and now I canâ€™t listen to any I have tried everything and no the ing works youâ€™d be better off just listening to music on YouTube or something,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
837,play_store_in,2026-06-24 06:01:45,1,I can't understand why I have ads on podcasts when I'm premium ???,false,not_discovery,none_stated,not_applicable,spoken_audio,none,premium,none,negative,none
838,play_store_in,2026-06-25 08:45:07,5,its a pure version of music love,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
839,play_store_in,2026-06-25 08:23:23,5,this is very good l listen to it when l play games or I l go boxing,false,not_discovery,none_stated,not_applicable,mood_context_listener,none,unclear,none,positive,none
840,play_store_in,2026-06-25 12:09:29,2,lost,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
841,app_store_in,2026-06-22T09:37:22-07:00,5,Best.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
842,play_store_in,2026-06-26 03:29:05,5,absolutely love Spotify my whole family uses it and it's amazing,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
843,app_store_us,2026-06-25T23:30:31-07:00,5,Cool,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
844,app_store_us,2026-06-25T14:25:40-07:00,5,Amazing on how I can name my own playlist with my fav songs and remove them too,false,not_discovery,none_stated,not_applicable,familiarity_anchored,none,unclear,none,positive,none
845,play_store_in,2026-06-24 08:25:50,5,good music app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
846,play_store_in,2026-06-26 05:45:35,5,love it ðŸ˜€,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
847,play_store_in,2026-06-25 18:27:40,1,stole my money and now I have 0 dollars to my name!! thanks so much ðŸ˜€â¤ï¸,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
848,app_store_us,2026-06-25T08:03:21-07:00,5,Has all type of music my personal favorite is Micheal Jackson,false,not_discovery,none_stated,not_applicable,familiarity_anchored,none,unclear,none,positive,none
849,play_store_in,2026-06-25 14:29:53,3,Please bring back the 4x1 widget. Not everyone wants a large widget showing playlist etc. I've resized it to he 4x1 but often says I'm offline,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
850,play_store_in,2026-06-26 11:48:08,3,It's amazing but keeps stopping when I change to another app,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
851,play_store_in,2026-06-25 05:11:35,5,"I love Spotify's recommendations and Smart Shuffle. Sometimes Spotify introduces me to songs that fit my current vibe perfectly, but I don't necessarily want to add them to my Liked Songs. My Liked Songs playlist is a mix of different genres and moods. If I add every recommended song I enjoy, it starts to dilute the identity of that playlist. What I'm missing is a way to tell Spotify: ""I like this song and want more recommendations like it, but I don't want to save it to my library."" The curr",true,other_discovery,control_the_algorithm,not_applicable,active_explorer,smart_shuffle,unclear,wants more recs without saving to library,positive,"want more recommendations like it, but I don't want to save it"
852,app_store_us,2026-06-25T05:05:36-07:00,4,"The suggestion of music, podcasts, and books is by far the best, however when features donâ€™t work, Spotify puts up a huge wall between itself and its customers. Find something that isnâ€™t quite right or have a suggestion for an improvement? Good luck!",true,other_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,"The suggestion of music, podcasts, and books is by far the best"
853,play_store_in,2026-06-25 14:41:28,5,This app is so nice! although I would like to know how I can request to put missing songs back on the app.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
854,app_store_us,2026-06-25T20:17:19-07:00,5,I just hate all the ads ðŸ˜©,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
855,play_store_in,2026-06-24 08:31:50,3,"3 minutes of ads every two songs is disgusting and you know it, the only plus spotify has that other services dont is the ability to find niche bands no one listens to (with consistent quality)",true,other_discovery,find_new_artists,not_applicable,active_explorer,none,free,values finding niche bands,negative,find niche bands no one listens to
856,play_store_in,2026-06-25 21:06:29,2,"Getting more expensive for less content all the time. The only reason I subscribed to premium at all was because the ads are painfully loud, as in causing ringing in my ears loud, when using earbuds. Already an unethical way to gain subscribers. But you also get so little for what you pay, especially the audiobook situation. Cancelling my subscription and joining Bandcamp so I can actually own the music I pay for, and subscribing to Audible which is way cheaper for audiobooks.",false,not_discovery,none_stated,not_applicable,spoken_audio,none,premium,none,negative,none
857,play_store_in,2026-06-24 14:16:05,5,"I just love gospel especially Victor Thomas, and other Nigerian gospel singers.",false,not_discovery,none_stated,not_applicable,familiarity_anchored,none,unclear,none,positive,none
858,play_store_in,2026-06-25 10:12:42,5,what should I say like this app deserves every beautiful word that exist in this world ðŸ¤ŒðŸ»ðŸŽ€ðŸ’—,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
859,app_store_in,2026-06-23T00:04:09-07:00,5,But ads bohut aa vse good aa app ðŸ˜ŒðŸ‘ðŸ»,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,none
860,play_store_in,2026-06-25 17:27:53,5,ðŸ˜·ðŸ˜·,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
861,app_store_us,2026-06-25T14:49:02-07:00,5,5 stars,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
862,play_store_in,2026-06-26 09:37:17,3,You are forcing people to get premium but I didn't want to get it you started saying if you get premium that's when I can choose the songs of my choice then you started playing songs I didn't want. I'm so mad because you kept playing songs I didn't want. Spotify is the only music app I can listen to music to and do other things. But you didn't want me to listen to the songs I wanted and that pisses me off cuz why. You need to stop forcing and let me listen to what I want to listen to. Thank you.,true,unwanted_injection,control_the_algorithm,not_applicable,familiarity_anchored,none,free,wants to play only chosen songs,negative,you kept playing songs I didn't want
863,app_store_in,2026-06-10T12:51:45-07:00,5,I am happy with your services,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
864,play_store_in,2026-06-25 05:29:31,5,beautiful spotify,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
865,app_store_in,2026-06-11T03:48:56-07:00,5,Tooo sexy audio quality with sexy experience,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
866,play_store_in,2026-06-24 20:27:28,3,love the app but recently has placed me off line I pay premium please fix this issue,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
867,play_store_in,2026-06-24 09:25:44,1,An app with too much advertisement. It designed to buy a subscription.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
868,play_store_in,2026-06-25 02:24:03,5,it has good quality of music ðŸŽµ,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
869,app_store_in,2026-06-15T14:28:41-07:00,5,Very high,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
870,app_store_in,2026-06-12T08:23:45-07:00,4,There is so much ad,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
871,play_store_in,2026-06-25 21:34:29,1,very bad rules,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
872,app_store_us,2026-06-25T16:19:58-07:00,4,To many adds but overall great!,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,positive,none
873,play_store_in,2026-06-25 05:45:43,1,"so much restriction.So many ads after every 2 to3 ads it shows 30 mins of free listening, don't buy it's Subscription, it so muh disappointing , even after 30 mins of uninterrupted listening it shows 3 ads after every 5 mins . Worst music app ever",false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
874,app_store_in,2026-06-22T00:05:12-07:00,5,Itâ€™s always a pleasure to listen music on Spotify. App has a long way in India. With time itâ€™s managed to keep their listeners engaged. Spotify really made every single song to worth listening. It came in year of like 2019 in India. From there till I have listened to it. Pleasure to have it the Spotify playlist/music,false,not_discovery,none_stated,not_applicable,familiarity_anchored,none,unclear,none,positive,none
875,play_store_in,2026-06-24 08:35:46,5,good experience of music ðŸ˜„ðŸŽ¶,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
876,app_store_us,2026-06-25T21:16:24-07:00,1,"At first I loved. It for homework,, sleep, getting ready but then they limited almost anything you can do without premium. So I stopped using it, and you cant listen to whatever songs u want without them adding other songs to it. Not to mention the 30 ads I get.",true,unwanted_injection,control_the_algorithm,not_applicable,unclear,none,free,wants to play only chosen songs,negative,adding other songs to it
877,play_store_in,2026-06-25 18:11:55,3,"Your new 5Ã—2 widget sucks. It is presented well, but I have had nothing but problems when actually interacting with it. I just opt to open the app to start, pause, and change what I'm listening to because it's more reliable than hoping the widget will work. The 4Ã—1 works mostly fine. Spotify premium has also felt less worth it as time goes on.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
878,play_store_in,2026-06-24 09:39:08,1,"I have the same issue with the other reviewer of Spotify just kept closing on me. I then uninstalled and reinstalled twice and it seemed to fix it, even though there were moments that the app kept closing on me again. Then, I tried to open it again hours later, there was only black screen with nothing on it. ny Samsung phone provided an error message that the app has bugs and that I need to get in touch with Spotify to get another update to fix it. so sadðŸ˜¥. please fix it...",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
879,play_store_in,2026-06-25 19:43:15,5,D out a rrd w E???_ - um ~,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
880,play_store_in,2026-06-26 10:31:37,5,Its make my heart a lives without you all I can say I am weak but now Im ðŸ’ª ðŸ’ª ðŸ’ª just because of your love for me. I love you. Love Country Music's â¤ï¸ ðŸ˜,false,not_discovery,none_stated,not_applicable,familiarity_anchored,none,unclear,none,positive,none
881,app_store_in,2026-06-18T09:28:30-07:00,5,Music is the cure . Beautify your life with Spotify.,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
882,play_store_in,2026-06-26 03:15:17,5,this opp is excellent but I don't know how to take premium student,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
883,app_store_us,2026-06-25T08:23:13-07:00,1,Donâ€™t give me wrong Spotify is one of the best music apps out there but low-key treats you like but if you donâ€™t buy premium and itâ€™s not fun if you donâ€™t have premium and itâ€™s really hard to listen to music without premium because you canâ€™t skip or choose songs,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
884,play_store_in,2026-06-25 14:58:07,1,premium lene ke bad bhi Masoom Sharma ke gane nahin chal rahe Masoom Sharma Ke ganon ke liye to premium liya tha maine,false,not_discovery,none_stated,not_applicable,familiarity_anchored,none,premium,none,negative,none
885,play_store_in,2026-06-25 04:11:53,5,best for music,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
886,app_store_us,2026-06-25T05:22:27-07:00,3,"Spotifyâ€™s podcast queue management is terrible. I want to listen to episodes from one creator in chronological order, from oldest to newest, but the queue keeps reversing itself and playing episodes in the opposite direction. Whatâ€™s even more frustrating is that thereâ€™s no proper way to control or fix it. Such a basic feature should not be this difficult.",false,not_discovery,none_stated,not_applicable,spoken_audio,none,unclear,none,negative,none
887,app_store_us,2026-06-25T10:55:50-07:00,1,I cant even listen to music without premium so youtube music is so much better,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
888,play_store_in,2026-06-26 13:28:47,1,"Still busted. Too busy appeasing the stock holders every 90 days to actually spend the time to fix the insane amount of app breaking bugs. They give away promotions just to lie to investors about how many premium subscribers they have. Sad world we live in where that's how they spend their time, rather than making the app better. The review astroturfing is also ridiculous.",false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
889,play_store_in,2026-06-26 10:13:39,5,I Love This App!,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
890,play_store_in,2026-06-24 05:03:24,1,genuinely unuseable unless you throw money at them,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
891,play_store_in,2026-06-25 11:33:39,1,why all songs are in primium,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
892,play_store_in,2026-06-24 20:25:48,5,fireeeee but I hate the repetitive ads and how you only have 6 skips,false,not_discovery,none_stated,not_applicable,unclear,none,free,none,negative,none
893,play_store_in,2026-06-26 04:40:27,4,ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
894,app_store_us,2026-06-25T07:56:50-07:00,5,Muy buena mÃºsica variada,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,positive,none
895,app_store_us,2026-06-25T00:00:55-07:00,5,Spotify has literally been my fav app forever! Itâ€™s so worth it to get premium.,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,positive,none
896,app_store_in,2026-06-19T05:23:01-07:00,1,Amazing app though but not able to open,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
897,play_store_in,2026-06-26 00:29:23,5,non commercial music,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,neutral,none
898,app_store_us,2026-06-24T19:10:14-07:00,5,Spotify siempre estÃ¡ ahÃ­ cuando lo necesito y tiene toda la mÃºsica que me gusta. Chao,false,not_discovery,none_stated,not_applicable,familiarity_anchored,none,unclear,none,positive,none
899,play_store_in,2026-06-24 07:16:50,1,even for choosing your favv songg needs premium,false,not_discovery,none_stated,not_applicable,unclear,none,premium,none,negative,none
900,play_store_in,2026-06-24 05:13:18,1,"There's always a bug, yet no update! it just suddenly crashes and kicks me out the app",false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
901,play_store_in,2026-06-25 17:12:18,5,after a time you need to switch to premium,false,not_discovery,none_stated,not_applicable,unclear,none,unclear,none,negative,none
902,play_store_in,2026-06-24 13:56:27,1,"So difficult to navigate, and keeps pushing generic AI rubbish. The killer is the shuffle, play list of 10000 songs ends up 25 songs on repeated and all of 3 artists played. YouTube music was so much better.",true,repetition_loop,escape_their_bubble,algorithm_narrow,unclear,smart_shuffle,unclear,wants shuffle to actually vary songs,negative,25 songs on repeated and all of 3 artists played
